ID,Name,item_level,bind,gear_slot,gear_type,unique,primary_stats,secondary_stats,required_level,sell_price,dropped_by,mainstat,distribution,stats,Type,dropped_in,Dungeon,Week,Boss,spec_ids,spec_names,DkBlood,DkFrost,DkUnholy,DhHavoc,DhVeng,DruidBoomie,DruidCat,DruidBear,DruidResto,EvokerDev,EvokerPres,EvokerAug,HunterBm,HunterMm,HunterSv,MageArcane,MageFire,MageFrost,MonkBrew,MonkMw,MonkWw,PaladinHoly,PaladinProt,PaladinRet,PriestDisc,PriestHoly,PriestShadow,RogueSin,RogueOutlaw,RogueSub,ShamanEle,ShamanEnh,ShamanResto,WarlockAff,WarlockDemo,WarlockDest,WarriorArms,WarriorFury,WarriorProt,Dk,Dh,Druid,Evoker,Hunter,Mage,Monk,Paladin,Priest,Rogue,Shaman,Warlock,Warrior
221134,Shadow Congregant's Belt,437,Soulbound,Waist,Leather,False,"Agility, Intellect","Critical Strike, Mastery",68,"26 gold, 31 silver, 35 copper",Speaker Shadowcrown,"Agi,Int",62% Critical Strike + 37% Mastery,C>M,Waist,The Dawnbreaker,Dawnbreaker,both,1st,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","DruidBoomie, DruidCat, DruidBear, DruidResto, RogueSin, RogueOutlaw, RogueSub, MonkBrew, MonkWw, MonkMw, DhHavoc, DhVeng",,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,0%,50%,50%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%
225583,Behemoth's Eroded Cinch,571,Soulbound,Waist,Leather,False,"Agility, Intellect","Critical Strike, Haste",80,"50 gold, 96 silver, 7 copper",Rasha'nan,"Agi,Int",66% Haste + 33% Critical Strike,H>C,Waist,The Dawnbreaker,Dawnbreaker,both,Last,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","DruidBoomie, DruidCat, DruidBear, DruidResto, RogueSin, RogueOutlaw, RogueSub, MonkBrew, MonkWw, MonkMw, DhHavoc, DhVeng",,,,,,,,,,,,,,,,,,,25%,,25%,,,,,,,,25%,,,,,,,,,,,0%,25%,33%,0%,0%,0%,33%,0%,0%,33%,0%,0%,0%
133353,Troggbone Cinch,37,Soulbound,Waist,Leather,False,"Agility, Intellect","Critical Strike, Haste",32,"0 gold, 1 silver, 67 copper",Forgemaster Throngus,"Agi,Int",50% Haste + 50% Critical Strike,H>C,Waist,Grim Batol,Grim Batol,m0,2nd,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","DruidBoomie, DruidCat, DruidBear, DruidResto, RogueSin, RogueOutlaw, RogueSub, MonkBrew, MonkWw, MonkMw, DhHavoc, DhVeng",,,,,33%,,,33%,33%,,,,,,,,,,33%,33%,,,,,,,,,,,,,,,,,,,,0%,50%,50%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%
178699,Sapgorger Belt,158,Soulbound,Waist,Leather,False,"Agility, Intellect","Haste, Versatility",60,"1 gold, 17 silver, 23 copper",Tred'ova,"Agi,Int",62% Haste + 37% Versatility,H>V,Waist,Mists of Tirna Scithe,Mists of Tirna,m0,Last,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","DruidBoomie, DruidCat, DruidBear, DruidResto, RogueSin, RogueOutlaw, RogueSub, MonkBrew, MonkWw, MonkMw, DhHavoc, DhVeng",,,,,,33%,,,33%,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,0%,50%,50%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%
159309,Port Pillager's Belt,59,Soulbound,Waist,Leather,False,"Agility, Intellect","Critical Strike, Haste",0,"0 gold, 7 silver, 4 copper",Dread Captain Lockwood,"Agi,Int",66% Haste + 33% Critical Strike,H>C,Waist,Siege of Boralus,Siege of Boralus,m0,2nd,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","DruidBoomie, DruidCat, DruidBear, DruidResto, RogueSin, RogueOutlaw, RogueSub, MonkBrew, MonkWw, MonkMw, DhHavoc, DhVeng",,,,,,,33%,33%,,,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,,0%,33%,50%,0%,0%,0%,50%,0%,0%,33%,0%,0%,0%
221168,Cinch of Lingering Influence,437,Soulbound,Waist,Mail,False,"Agility, Intellect","Haste, Mastery",68,"25 gold, 71 silver, 70 copper",Orator Krix'vizk,"Agi,Int",60% Haste + 39% Mastery,H>M,Waist,City of Threads,City of Threads,both,1st,"253, 254, 255, 262, 263, 264, 1467, 1468, 1473","HunterBm, HunterMm, HunterSv, ShamanEle, ShamanEnh, ShamanResto, EvokerDev, EvokerPres, EvokerAug",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,0%,0%,0%,33%,50%,0%,0%,0%,0%,0%,50%,0%,0%
221075,Reinforced Anti-Intruder Chainmail,437,Soulbound,Waist,Mail,False,"Agility, Intellect","Haste, Mastery",68,"25 gold, 71 silver, 43 copper",E.D.N.A,"Agi,Int",58% Haste + 41% Mastery,H>M,Waist,The Stonevault,Stonevault,both,1st,"253, 254, 255, 262, 263, 264, 1467, 1468, 1473","HunterBm, HunterMm, HunterSv, ShamanEle, ShamanEnh, ShamanResto, EvokerDev, EvokerPres, EvokerAug",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,0%,0%,0%,50%,33%,0%,0%,0%,0%,0%,50%,0%,0%
178700,Clasp of Waning Shadow,158,Soulbound,Waist,Mail,False,"Agility, Intellect","Mastery, Versatility",60,"1 gold, 17 silver, 67 copper",Ingra Maloch,"Agi,Int",60% Versatility + 40% Mastery,V>M,Waist,Mists of Tirna Scithe,Mists of Tirna,m0,1st,"253, 254, 255, 262, 263, 264, 1467, 1468, 1473","HunterBm, HunterMm, HunterSv, ShamanEle, ShamanEnh, ShamanResto, EvokerDev, EvokerPres, EvokerAug",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,25%,,,,,,,0%,0%,0%,25%,50%,0%,0%,0%,0%,0%,50%,0%,0%
159386,Anchor Chain Girdle,59,Soulbound,Waist,Mail,False,"Agility, Intellect","Critical Strike, Haste",0,"0 gold, 7 silver, 15 copper",Hadal Darkfathom,"Agi,Int",60% Haste + 40% Critical Strike,H>C,Waist,Siege of Boralus,Siege of Boralus,m0,3rd,"253, 254, 255, 262, 263, 264, 1467, 1468, 1473","HunterBm, HunterMm, HunterSv, ShamanEle, ShamanEnh, ShamanResto, EvokerDev, EvokerPres, EvokerAug",,,,,,,,,,33%,,33%,,,,,,,,,,,,,,,,,,,33%,33%,,,,,,,,0%,0%,0%,50%,33%,0%,0%,0%,0%,0%,50%,0%,0%
221133,Girdle of Somber Ploys,437,Soulbound,Waist,Plate,False,"Strength, Intellect","Haste, Mastery",68,"26 gold, 21 silver, 50 copper",Speaker Shadowcrown,"Str,Int",60% Mastery + 39% Haste,M>H,Waist,The Dawnbreaker,Dawnbreaker,both,1st,"65, 66, 70, 71, 72, 73, 250, 251, 252","PaladinHoly, PaladinProt, PaladinRet, WarriorArms, WarriorFury, WarriorProt, DkBlood, DkFrost, DkUnholy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,33%
221079,Crystal-Fissure Girdle,437,Soulbound,Waist,Plate,False,"Strength, Intellect","Critical Strike, Mastery",68,"26 gold, 10 silver, 58 copper",Skarmorak,"Str,Int",58% Critical Strike + 41% Mastery,C>M,Waist,The Stonevault,Stonevault,both,2nd,"65, 66, 70, 71, 72, 73, 250, 251, 252","PaladinHoly, PaladinProt, PaladinRet, WarriorArms, WarriorFury, WarriorProt, DkBlood, DkFrost, DkUnholy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
133289,Belt of the Forgemaster,37,Soulbound,Waist,Plate,False,"Strength, Intellect","Critical Strike, Haste",32,"0 gold, 1 silver, 78 copper",Forgemaster Throngus,"Str,Int",50% Haste + 50% Critical Strike,H>C,Waist,Grim Batol,Grim Batol,m0,2nd,"65, 66, 70, 71, 72, 73, 250, 251, 252","PaladinHoly, PaladinProt, PaladinRet, WarriorArms, WarriorFury, WarriorProt, DkBlood, DkFrost, DkUnholy",33%,,,,,,,,,,,,,,,,,,,,,33%,33%,,,,,,,,,,,,,,,,33%,50%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
178734,Fused Bone Greatbelt,158,Soulbound,Waist,Plate,False,"Strength, Intellect","Mastery, Versatility",60,"1 gold, 14 silver, 98 copper",Blightbone,"Str,Int",60% Mastery + 40% Versatility,M>V,Waist,The Necrotic Wake,Necrotic Wake,m0,1st,"65, 66, 70, 71, 72, 73, 250, 251, 252","PaladinHoly, PaladinProt, PaladinRet, WarriorArms, WarriorFury, WarriorProt, DkBlood, DkFrost, DkUnholy",,33%,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,33%,33%,50%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
159434,Cannoneer's Toolbelt,59,Soulbound,Waist,Plate,False,"Strength, Intellect","Critical Strike, Versatility",0,"0 gold, 7 silver, 56 copper",Dread Captain Lockwood,"Str,Int",55% Critical Strike + 44% Versatility,C>V,Waist,Siege of Boralus,Siege of Boralus,m0,2nd,"65, 66, 70, 71, 72, 73, 250, 251, 252","PaladinHoly, PaladinProt, PaladinRet, WarriorArms, WarriorFury, WarriorProt, DkBlood, DkFrost, DkUnholy",,33%,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,33%,33%,50%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
,Waist items for (Mage),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Mage, m0)",m0 week,3 available in m0,m0,,"62, 63, 64","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20%,,,,,,,
,Waist items for (Priest),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Priest, m0)",m0 week,3 available in m0,m0,,"256, 257, 258","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20%,,,,
,Waist items for (Warlock),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Warlock, m0)",m0 week,3 available in m0,m0,,"265, 266, 267","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20%,
,Waist items for (Evoker),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Evoker, m0)",m0 week,4 available in m0,m0,,"1467, 1468, 1473","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,25%,,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,,,,,,,,,
,Waist items for (Hunter),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Hunter, m0)",m0 week,4 available in m0,m0,,"253, 254, 255","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,,,,,,,,
,Waist items for (Shaman),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Shaman, m0)",m0 week,4 available in m0,m0,,"262, 263, 264","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23%,,25%,,,,,,,,,,,,,,,,,32%,,
,Waist items for (Dh),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Dh, m0)",m0 week,5 available in m0,m0,,"577, 581","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35%,,,,,,,,,,,
,Waist items for (Dk),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Dk, m0)",m0 week,5 available in m0,m0,,"250, 251, 252","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",36%,34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39%,,,,,,,,,,,,
,Waist items for (Druid),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Druid, m0)",m0 week,5 available in m0,m0,,"102, 103, 104, 105","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,34%,,34%,32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36%,,,,,,,,,,
,Waist items for (Monk),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Monk, m0)",m0 week,5 available in m0,m0,,"268, 270, 269","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,33%,32%,,,,,,,,,,,,,,,,,,,,,,,,,,35%,,,,,,
,Waist items for (Paladin),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Paladin, m0)",m0 week,5 available in m0,m0,,"65, 66, 70","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,36%,32%,,,,,,,,,,,,,,,,,,,,,,,,39%,,,,,
,Waist items for (Rogue),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Rogue, m0)",m0 week,5 available in m0,m0,,"259, 260, 261","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,35%,,,,,,,,,,,,,,,,,,,,36%,,,
,Waist items for (Warrior),0,BoE,Waist,m0 week,False,,,0,"0 gold, 0 silver, 0 copper",,,,,"Waist (Warrior, m0)",m0 week,5 available in m0,m0,,"71, 72, 73","DkBlood, DkFrost, DkUnholy, DhHavoc, DhVeng, DruidBoomie, DruidCat, DruidBear, DruidResto, EvokerDev, EvokerPres, EvokerAug, HunterBm, HunterMm, HunterSv, MageArcane, MageFire, MageFrost, MonkBrew, MonkMw, MonkWw, PaladinHoly, PaladinProt, PaladinRet, PriestDisc, PriestHoly, PriestShadow, RogueSin, RogueOutlaw, RogueSub, ShamanEle, ShamanEnh, ShamanResto, WarlockAff, WarlockDemo, WarlockDest, WarriorArms, WarriorFury, WarriorProt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34%,32%,,,,,,,,,,,,,39%
221164,Archaic Venomancer's Footwraps,437,Soulbound,Legs,Cloth,False,Intellect,"Critical Strike, Haste",68,"50 gold, 36 silver, 85 copper",Ki'katal the Harvester,Int,65% Haste + 34% Critical Strike,H>C,Legs,"Ara-Kara, City of Echoes",Ara-Kara,both,Last,"62, 63, 64, 256, 257, 258, 265, 266, 267","MageArcane, MageFire, MageFrost, PriestDisc, PriestHoly, PriestShadow, WarlockAff, WarlockDemo, WarlockDest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,33%,0%,0%,33%,0%,0%,33%,0%
221076,E.D.N.A. Stabilizers,437,Soulbound,Legs,Cloth,False,Intellect,"Critical Strike, Mastery",68,"51 gold, 33 silver, 24 copper",E.D.N.A,Int,58% Mastery + 41% Critical Strike,M>C,Legs,The Stonevault,Stonevault,both,1st,"62, 63, 64, 256, 257, 258, 265, 266, 267","MageArcane, MageFire, MageFrost, PriestDisc, PriestHoly, PriestShadow, WarlockAff, WarlockDemo, WarlockDest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,50%,0%,0%,50%,0%,0%,50%,0%
133308,Curse-Tainted Leggings,37,Soulbound,Legs,Cloth,False,Intellect,"Haste, Mastery",32,"0 gold, 3 silver, 62 copper",Forgemaster Throngus,Int,55% Haste + 44% Mastery,H>M,Legs,Grim Batol,Grim Batol,m0,2nd,"62, 63, 64, 256, 257, 258, 265, 266, 267","MageArcane, MageFire, MageFrost, PriestDisc, PriestHoly, PriestShadow, WarlockAff, WarlockDemo, WarlockDest",,,,,,,,,,,,,,,,,,,,,,,,,33%,33%,,,,,,,,,,,,,,0%,0%,0%,0%,0%,50%,0%,0%,50%,0%,0%,50%,0%
159250,Powder Monkey's Leggings,59,Soulbound,Legs,Cloth,False,Intellect,"Haste, Versatility",0,"0 gold, 14 silver, 7 copper",Dread Captain Lockwood,Int,61% Versatility + 38% Haste,V>H,Legs,Siege of Boralus,Siege of Boralus,m0,2nd,"62, 63, 64, 256, 257, 258, 265, 266, 267","MageArcane, MageFire, MageFrost, PriestDisc, PriestHoly, PriestShadow, WarlockAff, WarlockDemo, WarlockDest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,50%,0%,0%,50%,0%,0%,50%,0%
221153,Gauzewoven Legguards,437,Soulbound,Legs,Leather,False,"Agility, Intellect","Critical Strike, Mastery",68,"52 gold, 12 silver, 15 copper",Avanoxx,"Agi,Int",60% Mastery + 39% Critical Strike,M>C,Legs,"Ara-Kara, City of Echoes",Ara-Kara,both,1st,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","DruidBoomie, DruidCat, DruidBear, DruidResto, RogueSin, RogueOutlaw, RogueSub, MonkBrew, MonkWw, MonkMw, DhHavoc, DhVeng",,,,,,,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,0%,50%,50%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%
133354,Glimmerthread Pantaloons,37,Soulbound,Legs,Leather,False,"Agility, Intellect","Critical Strike, Haste",32,"0 gold, 3 silver, 35 copper",Drahga Shadowburner,"Agi,Int",50% Haste + 50% Critical Strike,H>C,Legs,Grim Batol,Grim Batol,m0,3rd,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","DruidBoomie, DruidCat, DruidBear, DruidResto, RogueSin, RogueOutlaw, RogueSub, MonkBrew, MonkWw, MonkMw, DhHavoc, DhVeng",,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,25%,,,,,,,,,,0%,33%,33%,0%,0%,0%,33%,0%,0%,33%,0%,0%,0%
159322,Seawalker's Pantaloons,59,Soulbound,Legs,Leather,False,"Agility, Intellect","Critical Strike, Haste",0,"0 gold, 15 silver, 10 copper",Hadal Darkfathom,"Agi,Int",58% Critical Strike + 41% Haste,C>H,Legs,Siege of Boralus,Siege of Boralus,m0,3rd,"102, 103, 104, 105, 259, 260, 261, 268, 269, 270, 577, 581","DruidBoomie, DruidCat, DruidBear, DruidResto, RogueSin, RogueOutlaw, RogueSub, MonkBrew, MonkWw, MonkMw, DhHavoc, DhVeng",,,,33%,,33%,33%,,,,,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,0%,50%,50%,0%,0%,0%,50%,0%,0%,33%,0%,0%,0%
221186,Entwined Chimeric Legguards,437,Soulbound,Legs,Mail,False,"Agility, Intellect","Haste, Versatility",68,"50 gold, 74 silver, 98 copper","Izo, the Grand Splicer","Agi,Int",58% Haste + 41% Versatility,H>V,Legs,City of Threads,City of Threads,both,Last,"253, 254, 255, 262, 263, 264, 1467, 1468, 1473","HunterBm, HunterMm, HunterSv, ShamanEle, ShamanEnh, ShamanResto, EvokerDev, EvokerPres, EvokerAug",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,33%,,,,,,,0%,0%,0%,33%,50%,0%,0%,0%,0%,0%,50%,0%,0%
178778,Lichbone Legguards,158,Soulbound,Legs,Mail,False,"Agility, Intellect","Haste, Versatility",60,"2 gold, 38 silver, 48 copper",Nalthor the Rimebinder,"Agi,Int",60% Versatility + 39% Haste,V>H,Legs,The Necrotic Wake,Necrotic Wake,m0,Last,"253, 254, 255, 262, 263, 264, 1467, 1468, 1473","HunterBm, HunterMm, HunterSv, ShamanEle, ShamanEnh, ShamanResto, EvokerDev, EvokerPres, EvokerAug",,,,,,,,,,,33%,,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,50%,0%,0%
159969,Powdershot Leggings,59,Soulbound,Legs,Mail,False,"Agility, Intellect","Mastery, Versatility",0,"0 gold, 14 silver, 12 copper",Chopper Redhook,"Agi,Int",58% Versatility + 41% Mastery,V>M,Legs,Siege of Boralus,Siege of Boralus,m0,1st,"253, 254, 255, 262, 263, 264, 1467, 1468, 1473","HunterBm, HunterMm, HunterSv, ShamanEle, ShamanEnh, ShamanResto, EvokerDev, EvokerPres, EvokerAug",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,,,,,,,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,50%,0%,0%
221173,Legplates of Duality,437,Soulbound,Legs,Plate,False,"Strength, Intellect","Haste, Mastery",68,"52 gold, 11 silver, 62 copper",Nx,"Str,Int",60% Mastery + 39% Haste,M>H,Legs,City of Threads,City of Threads,both,2nd,"65, 66, 70, 71, 72, 73, 250, 251, 252","PaladinHoly, PaladinProt, PaladinRet, WarriorArms, WarriorFury, WarriorProt, DkBlood, DkFrost, DkUnholy",,50%,50%,,,,,,,,,,,,,,,,,,,50%,,50%,,,,,,,,,,,,,50%,50%,,100%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,100%
